Program_Combo,ID,Count
"A10300H - A10300H (PTA), A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",['2827211'],1
"A10300H - A10300H (PTA), A25200G - Healthcare Management Technology/General Healthcare Mgt Tech",['2966214'],1
"A10300H - A10300H (PTA), A25490 - Entrepreneurship",['2847985'],1
"A10300H - A10300H (PTA), A25590S - Information Technology/Systems Security & Analysis, C25590C21 - Information Technology/Network Defense Spec Certificate",['3009626'],1
"A10300H - A10300H (RAD), A10400 - Associate in Science, A25370G - Office Management, C25370C1 - Office Management/Basic Office Management Certificate",['2945231'],1
"A10300H - A10300H (RAD), A10400 - Associate in Science, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert, C25200C2 - Healthcare Management Technology/HC Access Financial Sp Cert",['2979540'],1
"A10300H - A10300H (RAD), A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",['2942596'],1
"A10300H - A10300H (RAD), A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert, C25200C2 - Healthcare Management Technology/HC Access Financial Sp Cert",['2953227'],1
"A10300H - A10300H (RAD), A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25310C8 - Medical Office Administration/Adv Coding and Auditing Cert",['2949749'],1
"A10300H - A10300H (RAD), A25310E - Medical Office Administration/Elec Health Records Specialist, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C6 - Medical Office Administration/Electronic Billing Spec Cert, C25310C7 - Medical Office Administration/Healthcare Doucment Spec Cert",['2932672'],1
"A10300H - A10300H (RAD), A25310M - Medical Office Administration/Medical Office Professional",['2877916'],1
"A10300H - A10300H (RAD), A25370F - Office Management/Office Finance",['2960701'],1
"A10300H - A10300H (RAD), A25590A - Information Technology/Network Administration",['2983584'],1
"A10300H - A10300H (RAD), A25800A - Accounting and Finance/Accounting, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate",['2953528'],1
"A10300H - A10300H (RAD), A25800A - Accounting and Finance/Accounting, C25800C4 - Accounting and Finance/Small Business Accounting Certificate",['2617292'],1
"A10300H - A10300H (RAD), A45630 - Health and Fitness Science, T90990 - Special Credit Students",['2978119'],1
"A10300H - A10300H (RAD), C25110C4 - Hospitality Management/Restaurant Management Certificate",['2477256'],1
"A10300H - A10300H (RAD), C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",['2840977'],1
"A10300H - A10300H (RESP), A10400 - Associate in Science, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert, C25200C2 - Healthcare Management Technology/HC Access Financial Sp Cert",['2816469'],1
"A10300H - A10300H (RESP), A25590S - Information Technology/Systems Security & Analysis",['2954500'],1
"A10300H - A10300H (SLPA), A10400 - Associate in Science",['2844526'],1
"A10300H - A10300H (SLPA), A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert",['2984720'],1
"A10300H - A10300H (SLPA), A55220G - Early Childhood Education/General Early Childhood Education, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat",['2992508'],1
"A10300H - A10300H (SLPA), C25310C7 - Medical Office Administration/Healthcare Doucment Spec Cert",['768950'],1
"A10300H - A10300H (SLPA), C55220C3 - Early Childhood Education/Child Care Professional Certificat",['2977208'],1
"A10300H - A10300H (SONOGRAPHY), A1030N - Associate in General Education-Nursing, C55230 - Esthetics Technology (Certificate)",['2974790'],1
"A10300H - A10300H (SONOGRAPHY), A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate",['3004825'],1
"A10300H - A10300H (SONOGRAPHY), A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",['2869597'],1
"A10300H - A10300H (SONOGRAPHY), A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",['2924052'],1
"A10300H - A10300H (SONOGRAPHY), A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert",['2996065'],1
"A10300H - A10300H (SONOGRAPHY), A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert, C25200C2 - Healthcare Management Technology/HC Access Financial Sp Cert",['2943005'],1
"A10300H - A10300H (SONOGRAPHY), A25310C - Medical Office Administration/Med Billing, Coding, and Audit",['3004317'],1
"A10300H - A10300H (SONOGRAPHY), A25310M - Medical Office Administration/Medical Office Professional, C25310C3 - Medical Office Administration/Dental Office Spec Certificate",['2938825'],1
"A10300H - A10300H (SONOGRAPHY), A25490 - Entrepreneurship",['2525185'],1
"A10300H - A10300H (SONOGRAPHY), A25800F - Accounting and Finance/Financial Services, C25120C9 - Business Administration /Organizational Leadership Cert",['2987810'],1
"A10300H - A10300H (SONOGRAPHY), A30100 - Graphic Design, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C2 - Graphic Design/Graphic Design Basics Certificate, C30100C4 - Graphic DesignAdobe Applications Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",['2998516'],1
"A10300H - A10300H (SONOGRAPHY), A45630 - Health and Fitness Science",['2962396'],1
"A10300H - A10300H (SONOGRAPHY), A55220G - Early Childhood Education/General Early Childhood Education, C55220C7 - Early Childhood Education/Special Education Certificate",['2967630'],1
"A10300H - A10300H (SONOGRAPHY), C25310C3 - Medical Office Administration/Dental Office Spec Certificate",['2998358'],1
"A10300H - A10300H (SONOGRAPHY), C45630C1 - Health and Fitness Science/Health and Wellness Mgt Cert",['2960766'],1
"A10300H - A10300H (SONOGRAPHY), C55170 - Natural Hai Care Certificate",['2943308'],1
"A10300H - A10300H (SONOGRAPHY), C55230 - Esthetics Technology (Certificate)",['2959643'],1
"A10300H - A10300H (SONOGRAPHY), C55850 - Early Childhood Administration",['3006680'],1
"A10300H - A10300H (SONOGRAPHY), D35130 - Electrical System Technology Diploma",['2876867'],1
"A10300H - A10300H (SURG), A25120H - Business Administration /Human Resources Management",['2909763'],1
"A10300H - A10300H (SURG), A25310E - Medical Office Administration/Elec Health Records Specialist, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C6 - Medical Office Administration/Electronic Billing Spec Cert, C25310C7 - Medical Office Administration/Healthcare Doucment Spec Cert",['2618298'],1
"A10300H - A10300H (SURG), A25590A - Information Technology/Network Administration, C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C18 - Information Technology Basics Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C8 - Information Technology/Cisco Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",['2738469'],1
"A10300H - A10300H (SURG), A25800F - Accounting and Finance/Financial Services, C25800C6 - Accounting and Finance/Accounting Foundations Certificate, C25800C7 - Accounting and Finance/Consumer Financial Services Found Cer, C25800C8 - Accounting and Finance/Business Financial Services Cert",['2861663'],1
"A10300H - A10300H (SURG), A55130 - Baking and Pastry Arts",['2556414'],1
"A10300H - A10300H (SURG), A5518C - Criminal Justice Technology Forensic Science, C5518CC1 - Criminal Justice Technology Forensic Science Certificate",['2942218'],1
"A10300HS - Associate in General Education/Human Service Technology, A1030N - Associate in General Education-Nursing, C55400 - Manicuring/Nail Technology (Certificate)",['2843375'],1
"A10300HS - Associate in General Education/Human Service Technology, A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",['2637067'],1
"A10300HS - Associate in General Education/Human Service Technology, A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate",['2911363'],1
"A10300HS - Associate in General Education/Human Service Technology, A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate",['2820377'],1
"A10300HS - Associate in General Education/Human Service Technology, A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C23 - Business Administration/Operations Leadership Certificate",['3003806'],1
"A10300HS - Associate in General Education/Human Service Technology, A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C55400 - Manicuring/Nail Technology (Certificate)",['2987967'],1
"A10300HS - Associate in General Education/Human Service Technology, A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, C55400 - Manicuring/Nail Technology (Certificate)",['2991988'],1
"A10300HS - Associate in General Education/Human Service Technology, A25310C - Medical Office Administration/Med Billing, Coding, and Audit",['2986056'],1
"A10300HS - Associate in General Education/Human Service Technology, A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C8 - Medical Office Administration/Adv Coding and Auditing Cert, C55400 - Manicuring/Nail Technology (Certificate)",['2828447'],1
"A10300HS - Associate in General Education/Human Service Technology, A25380 - Paralegal Technology",['2897213'],1
"A10300HS - Associate in General Education/Human Service Technology, A25450P - Simulation and Game Development/Game &Interactive Programmer",['2849066'],1
"A10300HS - Associate in General Education/Human Service Technology, A25490 - Entrepreneurship, T90990 - Special Credit Students",['2983912'],1
